kind,N,threshold,trial,ms
almost_sorted,37000,5,4,0
almost_sorted,37000,5,5,0
almost_sorted,37000,5,6,0
almost_sorted,37000,5,7,0
almost_sorted,37000,10,1,0
almost_sorted,37000,10,2,0
almost_sorted,37000,10,3,0
almost_sorted,37000,10,4,0
almost_sorted,37000,10,5,0
almost_sorted,37000,10,6,0
almost_sorted,37000,10,7,0
almost_sorted,37000,20,1,0
almost_sorted,37000,20,2,0
almost_sorted,37000,20,3,0
almost_sorted,37000,20,4,0
almost_sorted,37000,20,5,0
almost_sorted,37000,20,6,0
almost_sorted,37000,20,7,0
almost_sorted,37000,30,1,0
almost_sorted,37000,30,2,0
almost_sorted,37000,30,3,0
almost_sorted,37000,30,4,0
almost_sorted,37000,30,5,0
almost_sorted,37000,30,6,0
almost_sorted,37000,30,7,0
almost_sorted,37000,50,1,0
almost_sorted,37000,50,2,0
almost_sorted,37000,50,3,0
almost_sorted,37000,50,4,0
almost_sorted,37000,50,5,0
almost_sorted,37000,50,6,0
almost_sorted,37000,50,7,0
almost_sorted,37100,5,1,0
almost_sorted,37100,5,2,0
almost_sorted,37100,5,3,0
almost_sorted,37100,5,4,0
almost_sorted,37100,5,5,0
almost_sorted,37100,5,6,0
almost_sorted,37100,5,7,0
almost_sorted,37100,10,1,0
almost_sorted,37100,10,2,0
almost_sorted,37100,10,3,0
almost_sorted,37100,10,4,0
almost_sorted,37100,10,5,0
almost_sorted,37100,10,6,0
almost_sorted,37100,10,7,0
almost_sorted,37100,20,1,0
almost_sorted,37100,20,2,0
almost_sorted,37100,20,3,0
almost_sorted,37100,20,4,0
almost_sorted,37100,20,5,0
almost_sorted,37100,20,6,0
almost_sorted,37100,20,7,0
almost_sorted,37100,30,1,0
almost_sorted,37100,30,2,0
almost_sorted,37100,30,3,0
almost_sorted,37100,30,4,0
almost_sorted,37100,30,5,0
almost_sorted,37100,30,6,0
almost_sorted,37100,30,7,0
almost_sorted,37100,50,1,0
almost_sorted,37100,50,2,0
almost_sorted,37100,50,3,0
almost_sorted,37100,50,4,0
almost_sorted,37100,50,5,0
almost_sorted,37100,50,6,0
almost_sorted,37100,50,7,0
almost_sorted,37200,5,1,0
almost_sorted,37200,5,2,0
almost_sorted,37200,5,3,0
almost_sorted,37200,5,4,0
almost_sorted,37200,5,5,0
almost_sorted,37200,5,6,0
almost_sorted,37200,5,7,0
almost_sorted,37200,10,1,0
almost_sorted,37200,10,2,0
almost_sorted,37200,10,3,0
almost_sorted,37200,10,4,0
almost_sorted,37200,10,5,0
almost_sorted,37200,10,6,0
almost_sorted,37200,10,7,0
almost_sorted,37200,20,1,0
almost_sorted,37200,20,2,0
almost_sorted,37200,20,3,0
almost_sorted,37200,20,4,0
almost_sorted,37200,20,5,0
almost_sorted,37200,20,6,0
almost_sorted,37200,20,7,0
almost_sorted,37200,30,1,0
almost_sorted,37200,30,2,0
almost_sorted,37200,30,3,0
almost_sorted,37200,30,4,0
almost_sorted,37200,30,5,0
almost_sorted,37200,30,6,0
almost_sorted,37200,30,7,0
almost_sorted,37200,50,1,0
almost_sorted,37200,50,2,0
almost_sorted,37200,50,3,0
almost_sorted,37200,50,4,0
almost_sorted,37200,50,5,0
almost_sorted,37200,50,6,0
almost_sorted,37200,50,7,0
almost_sorted,37300,5,1,0
almost_sorted,37300,5,2,0
almost_sorted,37300,5,3,0
almost_sorted,37300,5,4,0
almost_sorted,37300,5,5,0
almost_sorted,37300,5,6,0
almost_sorted,37300,5,7,0
almost_sorted,37300,10,1,0
almost_sorted,37300,10,2,0
almost_sorted,37300,10,3,0
almost_sorted,37300,10,4,0
almost_sorted,37300,10,5,0
almost_sorted,37300,10,6,0
almost_sorted,37300,10,7,0
almost_sorted,37300,20,1,0
almost_sorted,37300,20,2,0
almost_sorted,37300,20,3,0
almost_sorted,37300,20,4,0
almost_sorted,37300,20,5,0
almost_sorted,37300,20,6,0
almost_sorted,37300,20,7,0
almost_sorted,37300,30,1,0
almost_sorted,37300,30,2,0
almost_sorted,37300,30,3,0
almost_sorted,37300,30,4,0
almost_sorted,37300,30,5,0
almost_sorted,37300,30,6,0
almost_sorted,37300,30,7,0
almost_sorted,37300,50,1,0
almost_sorted,37300,50,2,0
almost_sorted,37300,50,3,0
almost_sorted,37300,50,4,0
almost_sorted,37300,50,5,0
almost_sorted,37300,50,6,0
almost_sorted,37300,50,7,0
almost_sorted,37400,5,1,0
almost_sorted,37400,5,2,0
almost_sorted,37400,5,3,0
almost_sorted,37400,5,4,0
almost_sorted,37400,5,5,0
almost_sorted,37400,5,6,0
almost_sorted,37400,5,7,0
almost_sorted,37400,10,1,0
almost_sorted,37400,10,2,0
almost_sorted,37400,10,3,0
almost_sorted,37400,10,4,0
almost_sorted,37400,10,5,0
almost_sorted,37400,10,6,0
almost_sorted,37400,10,7,0
almost_sorted,37400,20,1,0
almost_sorted,37400,20,2,0
almost_sorted,37400,20,3,0
almost_sorted,37400,20,4,0
almost_sorted,37400,20,5,0
almost_sorted,37400,20,6,0
almost_sorted,37400,20,7,0
almost_sorted,37400,30,1,0
almost_sorted,37400,30,2,0
almost_sorted,37400,30,3,0
almost_sorted,37400,30,4,0
almost_sorted,37400,30,5,0
almost_sorted,37400,30,6,0
almost_sorted,37400,30,7,0
almost_sorted,37400,50,1,0
almost_sorted,37400,50,2,0
almost_sorted,37400,50,3,0
almost_sorted,37400,50,4,0
almost_sorted,37400,50,5,0
almost_sorted,37400,50,6,0
almost_sorted,37400,50,7,0
almost_sorted,37500,5,1,0
almost_sorted,37500,5,2,0
almost_sorted,37500,5,3,0
almost_sorted,37500,5,4,0
almost_sorted,37500,5,5,0
almost_sorted,37500,5,6,0
almost_sorted,37500,5,7,0
almost_sorted,37500,10,1,0
almost_sorted,37500,10,2,0
almost_sorted,37500,10,3,0
almost_sorted,37500,10,4,0
almost_sorted,37500,10,5,0
almost_sorted,37500,10,6,0
almost_sorted,37500,10,7,0
almost_sorted,37500,20,1,0
almost_sorted,37500,20,2,0
almost_sorted,37500,20,3,0
almost_sorted,37500,20,4,0
almost_sorted,37500,20,5,0
almost_sorted,37500,20,6,0
almost_sorted,37500,20,7,0
almost_sorted,37500,30,1,0
almost_sorted,37500,30,2,0
almost_sorted,37500,30,3,0
almost_sorted,37500,30,4,0
almost_sorted,37500,30,5,0
almost_sorted,37500,30,6,0
almost_sorted,37500,30,7,0
almost_sorted,37500,50,1,0
almost_sorted,37500,50,2,0
almost_sorted,37500,50,3,0
almost_sorted,37500,50,4,0
almost_sorted,37500,50,5,0
almost_sorted,37500,50,6,0
almost_sorted,37500,50,7,0
almost_sorted,37600,5,1,0
almost_sorted,37600,5,2,0
almost_sorted,37600,5,3,0
almost_sorted,37600,5,4,0
almost_sorted,37600,5,5,0
almost_sorted,37600,5,6,0
almost_sorted,37600,5,7,0
almost_sorted,37600,10,1,0
almost_sorted,37600,10,2,0
almost_sorted,37600,10,3,0
almost_sorted,37600,10,4,0
almost_sorted,37600,10,5,0
almost_sorted,37600,10,6,0
almost_sorted,37600,10,7,0
almost_sorted,37600,20,1,0
almost_sorted,37600,20,2,0
almost_sorted,37600,20,3,0
almost_sorted,37600,20,4,0
almost_sorted,37600,20,5,0
almost_sorted,37600,20,6,0
almost_sorted,37600,20,7,0
almost_sorted,37600,30,1,0
almost_sorted,37600,30,2,0
almost_sorted,37600,30,3,0
almost_sorted,37600,30,4,0
almost_sorted,37600,30,5,0
almost_sorted,37600,30,6,0
almost_sorted,37600,30,7,0
almost_sorted,37600,50,1,0
almost_sorted,37600,50,2,0
almost_sorted,37600,50,3,0
almost_sorted,37600,50,4,0
almost_sorted,37600,50,5,0
almost_sorted,37600,50,6,0
almost_sorted,37600,50,7,0
almost_sorted,37700,5,1,0
almost_sorted,37700,5,2,0
almost_sorted,37700,5,3,0
almost_sorted,37700,5,4,0
almost_sorted,37700,5,5,0
almost_sorted,37700,5,6,0
almost_sorted,37700,5,7,0
almost_sorted,37700,10,1,0
almost_sorted,37700,10,2,0
almost_sorted,37700,10,3,0
almost_sorted,37700,10,4,0
almost_sorted,37700,10,5,0
almost_sorted,37700,10,6,0
almost_sorted,37700,10,7,0
almost_sorted,37700,20,1,0
almost_sorted,37700,20,2,0
almost_sorted,37700,20,3,0
almost_sorted,37700,20,4,0
almost_sorted,37700,20,5,0
almost_sorted,37700,20,6,0
almost_sorted,37700,20,7,0
almost_sorted,37700,30,1,0
almost_sorted,37700,30,2,0
almost_sorted,37700,30,3,0
almost_sorted,37700,30,4,0
almost_sorted,37700,30,5,0
almost_sorted,37700,30,6,0
almost_sorted,37700,30,7,0
almost_sorted,37700,50,1,0
almost_sorted,37700,50,2,0
almost_sorted,37700,50,3,0
almost_sorted,37700,50,4,0
almost_sorted,37700,50,5,0
almost_sorted,37700,50,6,0
almost_sorted,37700,50,7,0
almost_sorted,37800,5,1,0
almost_sorted,37800,5,2,0
almost_sorted,37800,5,3,0
almost_sorted,37800,5,4,0
almost_sorted,37800,5,5,0
almost_sorted,37800,5,6,0
almost_sorted,37800,5,7,0
almost_sorted,37800,10,1,0
almost_sorted,37800,10,2,0
almost_sorted,37800,10,3,0
almost_sorted,37800,10,4,0
almost_sorted,37800,10,5,0
almost_sorted,37800,10,6,0
almost_sorted,37800,10,7,0
almost_sorted,37800,20,1,0
almost_sorted,37800,20,2,0
almost_sorted,37800,20,3,0
almost_sorted,37800,20,4,0
almost_sorted,37800,20,5,0
almost_sorted,37800,20,6,0
almost_sorted,37800,20,7,0
almost_sorted,37800,30,1,0
almost_sorted,37800,30,2,0
almost_sorted,37800,30,3,0
almost_sorted,37800,30,4,0
almost_sorted,37800,30,5,0
almost_sorted,37800,30,6,0
almost_sorted,37800,30,7,0
almost_sorted,37800,50,1,0
almost_sorted,37800,50,2,0
almost_sorted,37800,50,3,0
almost_sorted,37800,50,4,0
almost_sorted,37800,50,5,0
almost_sorted,37800,50,6,0
almost_sorted,37800,50,7,0
almost_sorted,37900,5,1,0
almost_sorted,37900,5,2,0
almost_sorted,37900,5,3,0
almost_sorted,37900,5,4,0
almost_sorted,37900,5,5,0
almost_sorted,37900,5,6,0
almost_sorted,37900,5,7,0
almost_sorted,37900,10,1,0
almost_sorted,37900,10,2,0
almost_sorted,37900,10,3,0
almost_sorted,37900,10,4,0
almost_sorted,37900,10,5,0
almost_sorted,37900,10,6,0
almost_sorted,37900,10,7,0
almost_sorted,37900,20,1,0
almost_sorted,37900,20,2,0
almost_sorted,37900,20,3,0
almost_sorted,37900,20,4,0
almost_sorted,37900,20,5,0
almost_sorted,37900,20,6,0
almost_sorted,37900,20,7,0
almost_sorted,37900,30,1,0
almost_sorted,37900,30,2,0
almost_sorted,37900,30,3,0
almost_sorted,37900,30,4,0
almost_sorted,37900,30,5,0
almost_sorted,37900,30,6,0
almost_sorted,37900,30,7,0
almost_sorted,37900,50,1,0
almost_sorted,37900,50,2,0
almost_sorted,37900,50,3,0
almost_sorted,37900,50,4,0
almost_sorted,37900,50,5,0
almost_sorted,37900,50,6,0
almost_sorted,37900,50,7,0
almost_sorted,38000,5,1,0
almost_sorted,38000,5,2,0
almost_sorted,38000,5,3,0
almost_sorted,38000,5,4,0
almost_sorted,38000,5,5,0
almost_sorted,38000,5,6,0
almost_sorted,38000,5,7,0
almost_sorted,38000,10,1,0
almost_sorted,38000,10,2,0
almost_sorted,38000,10,3,0
almost_sorted,38000,10,4,0
almost_sorted,38000,10,5,0
almost_sorted,38000,10,6,0
almost_sorted,38000,10,7,0
almost_sorted,38000,20,1,0
almost_sorted,38000,20,2,0
almost_sorted,38000,20,3,0
almost_sorted,38000,20,4,0
almost_sorted,38000,20,5,0
almost_sorted,38000,20,6,0
almost_sorted,38000,20,7,0
almost_sorted,38000,30,1,0
almost_sorted,38000,30,2,0
almost_sorted,38000,30,3,0
almost_sorted,38000,30,4,0
almost_sorted,38000,30,5,0
almost_sorted,38000,30,6,0
almost_sorted,38000,30,7,0
almost_sorted,38000,50,1,0
almost_sorted,38000,50,2,0
almost_sorted,38000,50,3,0
almost_sorted,38000,50,4,0
almost_sorted,38000,50,5,0
almost_sorted,38000,50,6,0
almost_sorted,38000,50,7,0
almost_sorted,38100,5,1,0
almost_sorted,38100,5,2,0
almost_sorted,38100,5,3,0
almost_sorted,38100,5,4,0
almost_sorted,38100,5,5,0
almost_sorted,38100,5,6,0
almost_sorted,38100,5,7,0
almost_sorted,38100,10,1,0
almost_sorted,38100,10,2,0
almost_sorted,38100,10,3,0
almost_sorted,38100,10,4,0
almost_sorted,38100,10,5,0
almost_sorted,38100,10,6,0
almost_sorted,38100,10,7,0
almost_sorted,38100,20,1,0
almost_sorted,38100,20,2,0
almost_sorted,38100,20,3,0
almost_sorted,38100,20,4,0
almost_sorted,38100,20,5,0
almost_sorted,38100,20,6,0
almost_sorted,38100,20,7,0
almost_sorted,38100,30,1,0
almost_sorted,38100,30,2,0
almost_sorted,38100,30,3,0
almost_sorted,38100,30,4,0
almost_sorted,38100,30,5,0
almost_sorted,38100,30,6,0
almost_sorted,38100,30,7,0
almost_sorted,38100,50,1,0
almost_sorted,38100,50,2,0
almost_sorted,38100,50,3,0
almost_sorted,38100,50,4,0
almost_sorted,38100,50,5,0
almost_sorted,38100,50,6,0
almost_sorted,38100,50,7,0
almost_sorted,38200,5,1,0
almost_sorted,38200,5,2,0
almost_sorted,38200,5,3,0
almost_sorted,38200,5,4,0
almost_sorted,38200,5,5,0
almost_sorted,38200,5,6,0
almost_sorted,38200,5,7,0
almost_sorted,38200,10,1,0
almost_sorted,38200,10,2,0
almost_sorted,38200,10,3,0
almost_sorted,38200,10,4,0
almost_sorted,38200,10,5,0
almost_sorted,38200,10,6,0
almost_sorted,38200,10,7,0
almost_sorted,38200,20,1,0
almost_sorted,38200,20,2,0
almost_sorted,38200,20,3,0
almost_sorted,38200,20,4,0
almost_sorted,38200,20,5,0
almost_sorted,38200,20,6,0
almost_sorted,38200,20,7,0
almost_sorted,38200,30,1,0
almost_sorted,38200,30,2,0
almost_sorted,38200,30,3,0
almost_sorted,38200,30,4,0
almost_sorted,38200,30,5,0
almost_sorted,38200,30,6,0
almost_sorted,38200,30,7,0
almost_sorted,38200,50,1,0
almost_sorted,38200,50,2,0
almost_sorted,38200,50,3,0
almost_sorted,38200,50,4,0
almost_sorted,38200,50,5,0
almost_sorted,38200,50,6,0
almost_sorted,38200,50,7,0
almost_sorted,38300,5,1,0
almost_sorted,38300,5,2,0
almost_sorted,38300,5,3,0
almost_sorted,38300,5,4,0
almost_sorted,38300,5,5,0
almost_sorted,38300,5,6,0
almost_sorted,38300,5,7,0
almost_sorted,38300,10,1,0
almost_sorted,38300,10,2,0
almost_sorted,38300,10,3,0
almost_sorted,38300,10,4,0
almost_sorted,38300,10,5,0
almost_sorted,38300,10,6,0
almost_sorted,38300,10,7,0
almost_sorted,38300,20,1,0
almost_sorted,38300,20,2,0
almost_sorted,38300,20,3,0
almost_sorted,38300,20,4,0
almost_sorted,38300,20,5,0
almost_sorted,38300,20,6,0
almost_sorted,38300,20,7,0
almost_sorted,38300,30,1,0
almost_sorted,38300,30,2,0
almost_sorted,38300,30,3,0
almost_sorted,38300,30,4,0
almost_sorted,38300,30,5,0
almost_sorted,38300,30,6,0
almost_sorted,38300,30,7,0
almost_sorted,38300,50,1,0
almost_sorted,38300,50,2,0
almost_sorted,38300,50,3,0
almost_sorted,38300,50,4,0
almost_sorted,38300,50,5,0
almost_sorted,38300,50,6,0
almost_sorted,38300,50,7,0
almost_sorted,38400,5,1,0
almost_sorted,38400,5,2,0
almost_sorted,38400,5,3,0
almost_sorted,38400,5,4,0
almost_sorted,38400,5,5,0
almost_sorted,38400,5,6,0
almost_sorted,38400,5,7,0
almost_sorted,38400,10,1,0
almost_sorted,38400,10,2,0
almost_sorted,38400,10,3,0
almost_sorted,38400,10,4,0
almost_sorted,38400,10,5,0
almost_sorted,38400,10,6,0
almost_sorted,38400,10,7,0
almost_sorted,38400,20,1,0
almost_sorted,38400,20,2,0
almost_sorted,38400,20,3,0
almost_sorted,38400,20,4,0
almost_sorted,38400,20,5,0
almost_sorted,38400,20,6,0
almost_sorted,38400,20,7,0
almost_sorted,38400,30,1,0
almost_sorted,38400,30,2,0
almost_sorted,38400,30,3,0
almost_sorted,38400,30,4,0
almost_sorted,38400,30,5,0
almost_sorted,38400,30,6,0
almost_sorted,38400,30,7,0
almost_sorted,38400,50,1,0
almost_sorted,38400,50,2,0
almost_sorted,38400,50,3,0
almost_sorted,38400,50,4,0
almost_sorted,38400,50,5,0
almost_sorted,38400,50,6,0
almost_sorted,38400,50,7,0
almost_sorted,38500,5,1,0
almost_sorted,38500,5,2,0
almost_sorted,38500,5,3,0
almost_sorted,38500,5,4,0
almost_sorted,38500,5,5,0
almost_sorted,38500,5,6,0
almost_sorted,38500,5,7,0
almost_sorted,38500,10,1,0
almost_sorted,38500,10,2,0
almost_sorted,38500,10,3,0
almost_sorted,38500,10,4,0
almost_sorted,38500,10,5,0
almost_sorted,38500,10,6,0
almost_sorted,38500,10,7,0
almost_sorted,38500,20,1,0
almost_sorted,38500,20,2,0
almost_sorted,38500,20,3,0
almost_sorted,38500,20,4,0
almost_sorted,38500,20,5,0
almost_sorted,38500,20,6,0
almost_sorted,38500,20,7,0
almost_sorted,38500,30,1,0
almost_sorted,38500,30,2,0
almost_sorted,38500,30,3,0
almost_sorted,38500,30,4,0
almost_sorted,38500,30,5,0
almost_sorted,38500,30,6,0
almost_sorted,38500,30,7,0
almost_sorted,38500,50,1,0
almost_sorted,38500,50,2,0
almost_sorted,38500,50,3,0
almost_sorted,38500,50,4,0
almost_sorted,38500,50,5,0
almost_sorted,38500,50,6,0
almost_sorted,38500,50,7,0
almost_sorted,38600,5,1,0
almost_sorted,38600,5,2,0
almost_sorted,38600,5,3,0
almost_sorted,38600,5,4,0
almost_sorted,38600,5,5,0
almost_sorted,38600,5,6,0
almost_sorted,38600,5,7,0
almost_sorted,38600,10,1,0
almost_sorted,38600,10,2,0
almost_sorted,38600,10,3,0
almost_sorted,38600,10,4,0
almost_sorted,38600,10,5,0
almost_sorted,38600,10,6,0
almost_sorted,38600,10,7,0
almost_sorted,38600,20,1,0
almost_sorted,38600,20,2,0
almost_sorted,38600,20,3,0
almost_sorted,38600,20,4,0
almost_sorted,38600,20,5,0
almost_sorted,38600,20,6,0
almost_sorted,38600,20,7,0
almost_sorted,38600,30,1,0
almost_sorted,38600,30,2,0
almost_sorted,38600,30,3,0
almost_sorted,38600,30,4,0
almost_sorted,38600,30,5,0
almost_sorted,38600,30,6,0
almost_sorted,38600,30,7,0
almost_sorted,38600,50,1,0
almost_sorted,38600,50,2,0
almost_sorted,38600,50,3,0
almost_sorted,38600,50,4,0
almost_sorted,38600,50,5,0
almost_sorted,38600,50,6,0
almost_sorted,38600,50,7,0
almost_sorted,38700,5,1,0
almost_sorted,38700,5,2,0
almost_sorted,38700,5,3,0
almost_sorted,38700,5,4,0
almost_sorted,38700,5,5,0
almost_sorted,38700,5,6,0
almost_sorted,38700,5,7,0
almost_sorted,38700,10,1,0
almost_sorted,38700,10,2,0
almost_sorted,38700,10,3,0
almost_sorted,38700,10,4,0
almost_sorted,38700,10,5,0
almost_sorted,38700,10,6,0
almost_sorted,38700,10,7,0
almost_sorted,38700,20,1,0
almost_sorted,38700,20,2,0
almost_sorted,38700,20,3,0
almost_sorted,38700,20,4,0
almost_sorted,38700,20,5,0
almost_sorted,38700,20,6,0
almost_sorted,38700,20,7,0
almost_sorted,38700,30,1,0
almost_sorted,38700,30,2,0
almost_sorted,38700,30,3,0
almost_sorted,38700,30,4,0
almost_sorted,38700,30,5,0
almost_sorted,38700,30,6,0
almost_sorted,38700,30,7,1
almost_sorted,38700,50,1,1
almost_sorted,38700,50,2,0
almost_sorted,38700,50,3,0
almost_sorted,38700,50,4,0
almost_sorted,38700,50,5,0
almost_sorted,38700,50,6,0
almost_sorted,38700,50,7,0
almost_sorted,38800,5,1,0
almost_sorted,38800,5,2,0
almost_sorted,38800,5,3,0
almost_sorted,38800,5,4,0
almost_sorted,38800,5,5,0
almost_sorted,38800,5,6,0
almost_sorted,38800,5,7,0
almost_sorted,38800,10,1,0
almost_sorted,38800,10,2,0
almost_sorted,38800,10,3,0
almost_sorted,38800,10,4,0
almost_sorted,38800,10,5,0
almost_sorted,38800,10,6,0
almost_sorted,38800,10,7,0
almost_sorted,38800,20,1,0
almost_sorted,38800,20,2,0
almost_sorted,38800,20,3,0
almost_sorted,38800,20,4,0
almost_sorted,38800,20,5,0
almost_sorted,38800,20,6,0
almost_sorted,38800,20,7,0
almost_sorted,38800,30,1,0
almost_sorted,38800,30,2,0
almost_sorted,38800,30,3,0
almost_sorted,38800,30,4,0
almost_sorted,38800,30,5,0
almost_sorted,38800,30,6,0
almost_sorted,38800,30,7,0
almost_sorted,38800,50,1,0
almost_sorted,38800,50,2,0
almost_sorted,38800,50,3,0
almost_sorted,38800,50,4,0
almost_sorted,38800,50,5,0
almost_sorted,38800,50,6,0
almost_sorted,38800,50,7,0
almost_sorted,38900,5,1,0
almost_sorted,38900,5,2,0
almost_sorted,38900,5,3,0
almost_sorted,38900,5,4,0
almost_sorted,38900,5,5,0
almost_sorted,38900,5,6,0
almost_sorted,38900,5,7,0
almost_sorted,38900,10,1,0
almost_sorted,38900,10,2,0
almost_sorted,38900,10,3,0
almost_sorted,38900,10,4,0
almost_sorted,38900,10,5,0
almost_sorted,38900,10,6,0
almost_sorted,38900,10,7,0
almost_sorted,38900,20,1,0
almost_sorted,38900,20,2,0
almost_sorted,38900,20,3,0
almost_sorted,38900,20,4,0
almost_sorted,38900,20,5,0
almost_sorted,38900,20,6,0
almost_sorted,38900,20,7,0
almost_sorted,38900,30,1,0
almost_sorted,38900,30,2,0
almost_sorted,38900,30,3,0
almost_sorted,38900,30,4,0
almost_sorted,38900,30,5,0
almost_sorted,38900,30,6,0
almost_sorted,38900,30,7,0
almost_sorted,38900,50,1,0
almost_sorted,38900,50,2,0
almost_sorted,38900,50,3,0
almost_sorted,38900,50,4,0
almost_sorted,38900,50,5,0
almost_sorted,38900,50,6,0
almost_sorted,38900,50,7,0
almost_sorted,39000,5,1,0
almost_sorted,39000,5,2,0
almost_sorted,39000,5,3,0
almost_sorted,39000,5,4,0
almost_sorted,39000,5,5,0
almost_sorted,39000,5,6,0
almost_sorted,39000,5,7,0
almost_sorted,39000,10,1,0
almost_sorted,39000,10,2,0
almost_sorted,39000,10,3,0
almost_sorted,39000,10,4,0
almost_sorted,39000,10,5,0
almost_sorted,39000,10,6,0
almost_sorted,39000,10,7,0
almost_sorted,39000,20,1,0
almost_sorted,39000,20,2,0
almost_sorted,39000,20,3,0
almost_sorted,39000,20,4,0
almost_sorted,39000,20,5,0
almost_sorted,39000,20,6,0
almost_sorted,39000,20,7,0
almost_sorted,39000,30,1,0
almost_sorted,39000,30,2,0
almost_sorted,39000,30,3,0
almost_sorted,39000,30,4,0
almost_sorted,39000,30,5,0
almost_sorted,39000,30,6,0
almost_sorted,39000,30,7,0
almost_sorted,39000,50,1,0
almost_sorted,39000,50,2,0
almost_sorted,39000,50,3,0
almost_sorted,39000,50,4,0
almost_sorted,39000,50,5,0
almost_sorted,39000,50,6,0
almost_sorted,39000,50,7,0
almost_sorted,39100,5,1,0
almost_sorted,39100,5,2,0
almost_sorted,39100,5,3,0
almost_sorted,39100,5,4,0
almost_sorted,39100,5,5,0
almost_sorted,39100,5,6,0
almost_sorted,39100,5,7,0
almost_sorted,39100,10,1,0
almost_sorted,39100,10,2,0
almost_sorted,39100,10,3,0
almost_sorted,39100,10,4,0
almost_sorted,39100,10,5,0
almost_sorted,39100,10,6,0
almost_sorted,39100,10,7,0
almost_sorted,39100,20,1,0
almost_sorted,39100,20,2,0
almost_sorted,39100,20,3,0
almost_sorted,39100,20,4,0
almost_sorted,39100,20,5,0
almost_sorted,39100,20,6,0
almost_sorted,39100,20,7,0
almost_sorted,39100,30,1,0
almost_sorted,39100,30,2,0
almost_sorted,39100,30,3,0
almost_sorted,39100,30,4,0
almost_sorted,39100,30,5,0
almost_sorted,39100,30,6,0
almost_sorted,39100,30,7,0
almost_sorted,39100,50,1,0
almost_sorted,39100,50,2,0
almost_sorted,39100,50,3,0
almost_sorted,39100,50,4,0
almost_sorted,39100,50,5,0
almost_sorted,39100,50,6,0
almost_sorted,39100,50,7,0
almost_sorted,39200,5,1,0
almost_sorted,39200,5,2,0
almost_sorted,39200,5,3,0
almost_sorted,39200,5,4,0
almost_sorted,39200,5,5,0
almost_sorted,39200,5,6,0
almost_sorted,39200,5,7,0
almost_sorted,39200,10,1,0
almost_sorted,39200,10,2,0
almost_sorted,39200,10,3,0
almost_sorted,39200,10,4,0
almost_sorted,39200,10,5,0
almost_sorted,39200,10,6,0
almost_sorted,39200,10,7,0
almost_sorted,39200,20,1,0
almost_sorted,39200,20,2,0
almost_sorted,39200,20,3,0
almost_sorted,39200,20,4,0
almost_sorted,39200,20,5,0
almost_sorted,39200,20,6,0
almost_sorted,39200,20,7,0
almost_sorted,39200,30,1,0
almost_sorted,39200,30,2,0
almost_sorted,39200,30,3,0
almost_sorted,39200,30,4,0
almost_sorted,39200,30,5,0
almost_sorted,39200,30,6,0
almost_sorted,39200,30,7,0
almost_sorted,39200,50,1,0
almost_sorted,39200,50,2,0
almost_sorted,39200,50,3,0
almost_sorted,39200,50,4,0
almost_sorted,39200,50,5,0
almost_sorted,39200,50,6,0
almost_sorted,39200,50,7,0
almost_sorted,39300,5,1,0
almost_sorted,39300,5,2,0
almost_sorted,39300,5,3,0
almost_sorted,39300,5,4,0
almost_sorted,39300,5,5,0
almost_sorted,39300,5,6,0
almost_sorted,39300,5,7,0
almost_sorted,39300,10,1,0
almost_sorted,39300,10,2,0
almost_sorted,39300,10,3,0
almost_sorted,39300,10,4,0
almost_sorted,39300,10,5,0
almost_sorted,39300,10,6,0
almost_sorted,39300,10,7,0
almost_sorted,39300,20,1,0
almost_sorted,39300,20,2,0
almost_sorted,39300,20,3,0
almost_sorted,39300,20,4,0
almost_sorted,39300,20,5,0
almost_sorted,39300,20,6,0
almost_sorted,39300,20,7,0
almost_sorted,39300,30,1,0
almost_sorted,39300,30,2,0
almost_sorted,39300,30,3,0
almost_sorted,39300,30,4,0
almost_sorted,39300,30,5,0
almost_sorted,39300,30,6,0
almost_sorted,39300,30,7,0
almost_sorted,39300,50,1,0
almost_sorted,39300,50,2,0
almost_sorted,39300,50,3,0
almost_sorted,39300,50,4,0
almost_sorted,39300,50,5,0
almost_sorted,39300,50,6,0
almost_sorted,39300,50,7,0
almost_sorted,39400,5,1,0
almost_sorted,39400,5,2,0
almost_sorted,39400,5,3,0
almost_sorted,39400,5,4,0
almost_sorted,39400,5,5,0
almost_sorted,39400,5,6,0
almost_sorted,39400,5,7,0
almost_sorted,39400,10,1,0
almost_sorted,39400,10,2,0
almost_sorted,39400,10,3,0
almost_sorted,39400,10,4,0
almost_sorted,39400,10,5,0
almost_sorted,39400,10,6,0
almost_sorted,39400,10,7,0
almost_sorted,39400,20,1,0
almost_sorted,39400,20,2,0
almost_sorted,39400,20,3,0
almost_sorted,39400,20,4,0
almost_sorted,39400,20,5,0
almost_sorted,39400,20,6,0
almost_sorted,39400,20,7,0
almost_sorted,39400,30,1,0
almost_sorted,39400,30,2,0
almost_sorted,39400,30,3,0
almost_sorted,39400,30,4,0
almost_sorted,39400,30,5,0
almost_sorted,39400,30,6,0
almost_sorted,39400,30,7,0
almost_sorted,39400,50,1,0
almost_sorted,39400,50,2,0
almost_sorted,39400,50,3,0
almost_sorted,39400,50,4,0
almost_sorted,39400,50,5,0
almost_sorted,39400,50,6,0
almost_sorted,39400,50,7,0
almost_sorted,39500,5,1,0
almost_sorted,39500,5,2,0
